Date,Close,High,Low,Open,Volume
2010-01-04,84.79638671875,84.84127841643372,83.43461670677748,84.07809101327615,118944600
2010-01-05,85.02086639404297,85.05827995459525,84.43725138387785,84.74402659658446,111579900
2010-01-06,85.08067321777344,85.29017532695063,84.87117110859626,84.93850862575849,116074400
2010-01-07,85.43988037109375,85.54463149507876,84.68417094076635,84.92360289680468,131091100
2010-01-08,85.72419738769531,85.76161094700659,85.04331513459017,85.21540380700357,126402800
2010-01-11,85.8438949584961,86.14318052486202,85.4772604352372,86.10577268331942,106375700
2010-01-12,85.04330444335938,85.45482500151054,84.71408343003289,85.27525249810834,163333500
2010-01-13,85.76160430908203,86.0010362280222,84.82632248376774,85.26028891224807,161822000
2010-01-14,85.99351501464844,86.15064160801579,85.61191859732499,85.66429412844744,115718800
2010-01-15,85.02835083007812,85.92621920440209,84.69912976218899,85.8439196459377,212283100
2010-01-19,86.0907974243164,86.14317296468444,84.99090536808197,85.01335692124464,139172700
2010-01-20,85.21540069580078,85.63440514395229,84.53451846755456,85.50720818055022,216490200
2010-01-21,83.57675170898438,85.49969022514222,83.47200063872715,85.23781254949917,344859600
2010-01-22,81.71369171142578,83.60670097811244,81.6239026122505,83.20265859458345,345942400
2010-01-25,82.13267517089844,82.61154453602265,81.86331935899211,82.4618960755135,186937500
2010-01-26,81.78851318359375,82.65645735092019,81.58649484589206,81.8109590312821,211168800
2010-01-27,82.17760467529297,82.36466104264535,81.05526647117863,81.68377312539916,271863600
2010-01-28,81.23481750488281,82.49183618944313,80.7409917940765,82.4469444998714,316104000
2010-01-29,80.3519058227539,82.15513134087391,80.22470890554776,81.58647857597437,310677600
2010-02-01,81.6014404296875,81.6089242802473,80.43421091659629,80.92055844988609,187865000
2010-02-02,82.58910369873047,82.74623032126817,81.46676578759902,81.75109504519604,216327900
2010-02-03,82.17760467529297,82.66395237211063,81.9381727534222,82.21501252365906,172730700
2010-02-04,79.64109802246094,81.57899869413097,79.6261303205877,81.54159085645924,356715700
2010-02-05,79.80570220947266,79.97030695758033,78.24939243050274,79.73087512300845,493585800
2010-02-08,79.22958374023438,80.30703009659625,79.16972434076837,79.86557416116766,224166900
2010-02-09,80.22471618652344,80.92056593178255,79.51389873876083,80.1573729422695,337820500
2010-02-10,80.06759643554688,80.50904665270076,79.39419247772142,80.09752613461761,240511500
2010-02-11,80.90560150146484,80.99539059459958,79.49893996005733,79.96284171182765,223591600
2010-02-12,80.83824920654297,80.88314089066262,79.69346559345128,80.05261048341862,304622100
2010-02-16,82.11024475097656,82.19254999258898,80.67365351129718,81.45180852658338,159317500
2010-02-17,82.49934387207031,82.61157883692664,82.11026342170268,82.50682201682194,168845100
2010-02-18,82.98567962646484,83.15776826708161,82.33472149087635,82.36465119109374,193708600
2010-02-19,83.15775299072266,83.47949007332221,82.57413821496195,82.76867837638405,222684900
2010-02-22,83.17269897460938,83.4869521243462,82.92578333902868,83.46450628629415,132346900
2010-02-23,82.1626205444336,83.20265328232469,81.9456345166605,82.94825941366352,207497000
2010-02-24,82.9183349609375,83.05301575536754,82.20003929347943,82.40954148292472,176350700
2010-02-25,82.80606079101562,82.86592016207655,81.51163471572005,81.7360987944428,259634700
2010-02-26,82.85846710205078,83.14279636598911,82.38708722392462,82.8809129474131,173589300
2010-03-01,83.71891021728516,83.80121543912898,83.18018720467285,83.20263304544757,147709700
2010-03-02,83.95089721679688,84.35493966411819,83.80125440305153,84.07809988783858,160992400
2010-03-03,84.02569580078125,84.52700533596384,83.81618794076695,84.16785471301624,150785000
2010-03-04,84.28009796142578,84.39981675039803,83.82368006835462,84.13793332664773,135770400
2010-03-05,85.48473358154297,85.55207111299062,84.62427341473223,84.8262974260863,176118800
2010-03-08,85.49971008300781,85.68676642455578,85.35006729317203,85.49223193947059,114631200
2010-03-09,85.6418685913086,86.03842709360772,85.20041839697745,85.24531008900948,154556700
2010-03-10,86.0234603881836,86.25540839565495,85.60445606281446,85.6792774482724,186088800
2010-03-11,86.38260650634766,86.40505805994813,85.55955983801223,85.82143754495907,160791100
2010-03-12,86.39012145996094,86.7717180894703,86.15068951190774,86.75675038168127,162074800
2010-03-15,86.41255187988281,86.47241128333222,85.74663171490214,86.2404632305994,146816800
2010-03-16,87.10090637207031,87.18320589989897,86.41253478559089,86.65196664351676,168673000
2010-03-17,87.61717224121094,87.90150147864676,87.10837886256859,87.36277840614247,177468100
2010-03-18,87.57228088378906,87.74436948851027,87.22061411522124,87.62465642111796,196509100
2010-03-19,87.12903594970703,88.12076053066193,86.79094450700863,87.12903594970703,226641100
2010-03-22,87.59484100341797,87.75262044666913,86.58057815574804,86.63316939282679,184477800
2010-03-23,88.21092224121094,88.28605176467404,87.43707152669683,87.72257174067794,182941600
2010-03-24,87.78266906738281,88.225942985835,86.83602678488532,87.88034260352426,196072600
2010-03-25,87.63987731933594,88.78186032475055,87.53469490036402,88.37615425213943,223396300
2010-03-26,87.58731079101562,88.21840548268291,87.24171049814827,87.80519035799986,205808500
2010-03-29,88.14327239990234,88.30104606640892,87.6699514003826,88.03057528610812,134513500
2010-03-30,88.20338439941406,88.52644642425504,87.83524581873927,88.24846095524788,145772500
2010-03-31,87.90287780761719,88.2935547424534,87.60986867348632,87.86531018241483,161078700
2010-04-01,88.50391387939453,88.84199953407587,87.97799585520636,88.50391387939453,161215200
2010-04-05,89.22518157958984,89.28528175675433,88.59408099723537,88.84201357358945,105847600
2010-04-06,89.43550109863281,89.5932747310725,88.87202138334305,88.96968913713559,110384200
2010-04-07,88.92467498779297,89.67598180199737,88.51145394717412,89.25525182028805,184576300
2010-04-08,89.23267364501953,89.38293838955262,88.35364638455304,88.61660252246858,158704000
2010-04-09,89.81867980957031,89.85624168927389,89.25520002590177,89.42048261422048,133006500
2010-04-12,89.96143341064453,90.19434230970676,89.82619801932283,89.93138046457156,110279000
2010-04-13,90.0290756225586,90.1868493283732,89.40548973861412,89.87130191674397,125043600
2010-04-14,91.05085754394531,91.05085754394531,90.21690667827322,90.35965104838685,161609000
2010-04-15,91.1259536743164,91.33631854857212,90.87050651842522,90.90055946217788,144615300
2010-04-16,89.67595672607422,91.12597870130234,89.21765923900114,90.80291663225107,366786700
2010-04-19,90.0140151977539,90.10417402652214,89.00726740389946,89.41297353533734,217947800
2010-04-20,90.81794738769531,90.89308263963025,90.05913178488396,90.57752948474237,157708000
2010-04-21,90.65266418457031,91.08090875072254,90.14928436694073,90.87053807140687,192910100
2010-04-22,90.92311096191406,91.03580808437532,89.49563318411737,90.01403077621713,115360300
2010-04-23,91.5166244506836,91.554192060903,90.63008273042358,90.86299159616131,177335500
2010-04-26,91.17102813720703,91.74953726018224,91.0808750400254,91.54668132749796,143457300
2010-04-27,89.01480865478516,91.16354026130752,88.84200561437906,90.64514260411819,355853300
